timestamp,user_id,username,question,cards
2025-08-23 20:58:58,6114737009,Goodlok5,Карта дня,five_of_swords
2025-08-23 21:01:00,6114737009,Goodlok5,как пройдет встреча?,"the_hierophant, the_emperor, the_chariot"
2025-08-23 21:02:03,6114737009,Goodlok5,🪞 Зеркало отношений,"six_of_pentacles, king_of_cups, the_hierophant"
2025-08-23 21:03:02,6114737009,Goodlok5,📈 Карьерный рост,"nine_of_wands, nine_of_cups, king_of_cups"
2025-08-23 21:03:39,6114737009,Goodlok5,🧘 Духовное развитие,"ten_of_wands, queen_of_pentacles, two_of_cups"
2025-08-23 21:04:08,6114737009,Goodlok5,💰 Финансовое благополучие,"six_of_wands, strength, the_chariot"
2025-08-23 21:07:55,6114737009,Goodlok5,⚖️ Кармические задачи,"five_of_wands, nine_of_wands, two_of_cups"
2025-08-23 21:08:26,6114737009,Goodlok5,🌟 Таланты и способности,"ten_of_wands, the_world, king_of_pentacles"
2025-08-23 21:13:09,6114737009,Goodlok5,могут ли взорваться сервера роблокс,"page_of_wands, knight_of_wands, three_of_wands"
2025-08-26 13:37:04,6114737009,Goodlok5,❓ Стоит ли продолжать отношения?,"eight_of_cups, three_of_cups, the_devil"
2025-08-26 13:46:21,1091937450,nik_Anna_Er,Карта дня,king_of_pentacles
2025-08-26 13:47:55,1091937450,nik_Anna_Er,Карта дня,knight_of_swords
2025-08-26 13:48:11,1091937450,nik_Anna_Er,Карта дня,the_lovers
2025-08-26 13:49:19,1091937450,nik_Anna_Er,как Ал будет себя вести по отношению ко мне в ближайший месяц,"king_of_cups, five_of_swords, king_of_swords"
2025-08-26 15:00:36,1091937450,nik_Anna_Er,Карта дня,knight_of_pentacles
2025-08-26 15:01:25,1091937450,nik_Anna_Er,Карта дня,page_of_wands
